COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)
azathioprine	15 day	Middle	655	13.7	39	59.5	20.9	35.1	4.1	111.9	68.4	20	1	0	2	76	15.6	23.8	340	1347	90	92	174	0.01	0	186	17	0.2	142	3.9	105	11.4	7.1	6.4	3.2	1	56	30	112	2
azathioprine	15 day	Middle	667	14.2	41.1	61.6	21.3	34.5	4.1	120.7	121.4	8	0	0	2	87	15.5	22.1	317	1172	79	50	145	0.01	0	207	18	0.2	143	3.8	105	11.4	8.2	6.2	3.2	1.1	59	31	172	2
azathioprine	15 day	Middle	687	14.4	41.6	60.5	21	34.7	4.3	110.8	117.7	13	0	0	1	85	15.4	21.5	338	1269	117	163	219	0	0	199	17	0.2	143	4.1	105	11.3	6.5	6.1	3.3	1.2	57	33	150	2
azathioprine	15 day	Middle	616	13.2	37.8	61.4	21.4	34.9	5	134	83	18	1	0	2	77	15.6	20.2	320	1586	86	58	154	0	0	205	18	0.2	143	3.9	105	11.6	5.9	6	2.9	0.9	64	34	146	2
azathioprine	29 day	Middle	111	2.2	6.7	60.7	19.5	32.1	0	0.7	0.6	42	2	0	9	43	17.9	17.3	425	690	100	61	149	0.27	0.17	90	34	0.3	141	3.7	113	10.4	7.1	5.8	3.2	1.2	630	256	2191	1
azathioprine	29 day	Middle	730	14.3	41.4	56.8	19.6	34.4	3	124.3	68.7	19	2	0	2	76	16.1	23.7	314	1237	93	43	167	0.02	0	177	18	0.2	141	4.1	106	10.6	6	6.4	3.1	1	78	41	216	1
azathioprine	29 day	Middle	769	14.6	42.8	55.7	19	34.1	2.8	148.7	73	9	1	0	1	87	16.4	26.5	356	701	98	73	165	0.01	0	202	16	0.2	142	3.8	106	10.8	6.6	6.6	3.3	1	71	43	266	1
azathioprine	29 day	Middle	739	14	40.5	54.8	18.9	34.5	3.2	103.2	55.2	14	1	0	2	82	15.9	20.7	312	1229	107	79	188	0.02	0	191	17	0.2	141	4.1	104	10.8	6	6.4	3.3	1.1	64	34	190	1
azathioprine	29 day	Middle	727	14	41	56.4	19.3	34.2	3.1	102.8	73	13	1	0	2	82	16.3	23.6	331	1001	112	61	179	0.01	0	187	19	0.1	142	3.8	106	10.9	5.7	6.7	3.4	1.1	71	36	147	2
azathioprine	4 day	High	603	13.1	38.9	64.5	21.8	33.7	1.6	152.7	59.1	21	0	0	2	75	15.9	19	331	1452	78	79	146	0	0	173	16	0.2	143	4.2	108	11.3	6.6	5.9	3.1	1.1	67	29	180	1
azathioprine	4 day	High	576	12.7	38.7	67.2	22.1	32.9	3.9	144.3	66	8	1	0	2	89	16.4	19.9	295	1353	81	47	140	0.01	0	194	17	0.1	142	4.3	106	11.2	6.6	6.1	3.1	1.1	72	31	171	2
azathioprine	4 day	High	562	12	35.7	63.5	21.3	33.5	1.8	136.3	54.6	3	1	0	1	93	13.9	19	314	1477	82	51	144	0.01	0	185	18	0.1	144	4.3	105	11.3	7.6	5.8	3.3	1.3	68	37	130	1
azathioprine	4 day	High	603	13.1	39.1	64.8	21.7	33.5	2.3	139.5	40.5	7	1	0	3	88	15	21	340	1797	106	127	187	0.01	0	184	16	0.1	143	4.5	106	11.3	6.1	5.9	3.4	1.3	72	34	259	2
azathioprine	4 day	High	582	12.5	37.1	63.6	21.5	33.8	1.9	129.7	57.5	8	1	0	3	85	15.4	18.5	358	1462	112	81	185	0.01	0	189	19	0.2	143	4.6	105	11.4	6.9	6.2	3.4	1.2	62	34	259	1
azathioprine	8 day	High	571	12.8	36.5	64	22.5	35.1	1.8	185.2	57.8	10	1	0	2	86	15	20.3	317	1523	111	76	196	0.01	0	202	16	0.1	143	3.9	105	11.4	5.8	6.3	3.3	1.1	107	41	321	1
azathioprine	8 day	High	574	12.5	36.3	63.3	21.7	34.3	5.1	200	54.4	19	1	0	2	76	14.8	20.5	336	1030	114	51	204	0.01	0	185	17	0.2	143	4	105	12	6.5	6.6	3.3	1	65	27	185	1
azathioprine	8 day	High	510	11.1	32.5	63.8	21.8	34.1	2.9	226.8	47.3	10	1	0	2	86	14.9	20.3	319	1162	104	50	190	0	0	190	17	0.1	142	4.1	105	11.4	6.8	6.2	3.2	1.1	66	24	191	1
azathioprine	8 day	High	567	12.6	36.3	64.1	22.3	34.8	4.3	188.5	92.4	13	1	0	2	83	15.6	22.2	325	1953	86	44	154	0.02	0	183	18	0.1	142	4.4	104	11	6.8	6.3	3.5	1.2	73	27	273	1
azathioprine	8 day	High	585	13.1	38.3	65.6	22.4	34.2	6.5	160.6	114.5	6	1	0	1	92	15.1	24.2	275	1396	76	61	155	0.01	0	196	21	0.1	143	4.3	107	10.7	7	5.6	3.2	1.3	65	29	308	1
azathioprine	15 day	High	582	12.5	34.8	59.8	21.5	36	4.3	127.7	62.3	9	1	0	2	86	15.8	20.5	314	1065	97	55	185	0.03	0	192	15	0.2	145	3.9	107	11.2	6.1	6.7	3.6	1.2	77	35	250	1
azathioprine	15 day	High	706	15.7	43.6	61.8	22.3	36	3.5	92.5	63.6	26	0	0	3	70	18.6	30.3	354	768	117	34	143	0.06	0.05	152	26	0.2	143	5.3	112	11.1	10.1	6.2	2.9	0.9	373	89	1368	1
azathioprine	15 day	High	598	12.8	36.2	60.6	21.5	35.4	2.3	111.3	70.9	6	0	0	1	91	16.3	22.7	314	1586	89	28	153	0.02	0.02	216	19	0.2	143	4.3	109	10.8	4.7	6.3	3.3	1.1	82	44	320	2
azathioprine	15 day	High	342	7.5	21.2	61.8	21.8	35.3	0.1	0.7	2.7	0	0	0	2	97	28.5	42.2	976	214	76	39	112	0.23	0.1	88	81	0.3	139	6.3	99	11.6	13.5	6.9	2.1	0.4	2002	480	5369	2
azathioprine	15 day	High	630	13.8	39.1	62.2	21.9	35.3	4.8	99.6	48.4	12	0	0	2	85	15.1	25.9	333	1250	95	23	155	0.03	0.01	196	17	0.2	143	4.4	107	11.5	7.4	6.6	3.2	0.9	84	27	339	1
azathioprine	29 day	High	634	13.4	38.9	61.4	21.2	34.6	4.2	128.8	40.8	10	1	0	1	87	16.1	27	354	990	90	26	151	0.04	0.01	199	21	0.2	142	4.1	108	10.7	6	6.7	3.4	1	83	30	224	2
azathioprine	29 day	High	521	11.3	32.3	61.9	21.8	35.2	6.5	142.1	29.7	11	1	0	1	87	16.6	21.6	325	974	56	59	126	0.06	0.01	186	17	0.2	141	3.8	105	10.8	5.4	6.2	3.4	1.2	60	34	204	2
amitriptyline	4 day	Low	608	12.5	38.2	62.9	20.5	32.6	7.9	114.9	142.6	12	1	0	3	83	15.9	15.5	273	1991	78	95	149	0.05	0.02	202	12	0.2	142	4.5	104	10.5	6.8	5.5	2.6	0.9	77	58	90	1
amitriptyline	4 day	Low	647	12.8	38.6	59.7	19.7	33	7.7	117.2	58.5	18	1	0	3	77	15.7	16	251	1570	69	171	151	0.07	0.03	175	17	0.2	143	3.9	104	11.1	7.7	5.6	2.6	0.9	69	50	67	1
amitriptyline	4 day	Low	637	13.2	40.5	63.6	20.8	32.6	8.2	120.5	116.6	25	1	0	3	70	15.4	15.6	270	1647	93	53	159	0.06	0.02	167	14	0.2	144	3.9	105	11.2	8.1	5.9	2.7	0.8	77	63	79	1
amitriptyline	4 day	Low	676	13.6	41.3	61.1	20.1	32.9	5.9	113.2	69.7	20	1	0	3	75	16.3	16.8	275	1928	70	123	148	0.06	0.02	177	13	0.2	144	3.7	108	10.8	6.8	5.9	2.7	0.8	72	55	64	1
amitriptyline	4 day	Low	659	13.3	41.2	62.6	20.2	32.3	7	128.3	101.4	16	1	0	3	79	16.6	16	274	2088	71	88	144	0.06	0.02	205	15	0.2	145	4	107	11.3	9.1	6	2.7	0.8	78	53	73	0
amitriptyline	8 day	Low	680	14	42.7	62.7	20.6	32.8	6.7	109	101.1	9	1	0	2	88	15.3	16.3	311	2026	93	170	194	0.05	0.02	186	19	0.2	142	4.2	103	10.9	7.5	6	2.7	0.8	71	44	65	1
amitriptyline	8 day	Low	669	13.7	42.5	63.6	20.5	32.2	5.6	117	104.3	16	1	0	3	79	15.2	15.8	281	1636	66	171	151	0.03	0.02	191	19	0.2	145	4.2	109	10.7	7.9	5.8	2.7	0.9	69	44	149	1
amitriptyline	8 day	Low	656	13.4	40.6	61.9	20.5	33	6.9	113.4	88	17	1	0	3	79	14.8	15.5	289	1175	70	110	142	0.04	0.02	183	19	0.2	144	4.3	105	11.1	7.7	5.6	2.6	0.9	78	51	55	1
amitriptyline	8 day	Low	664	13.6	41.9	63.1	20.4	32.4	5.8	122.6	77.2	19	2	0	4	74	15.1	14.1	292	2434	82	94	168	0.05	0.01	181	19	0.2	144	4	105	11.3	7.3	6.1	2.8	0.8	64	42	74	1
amitriptyline	8 day	Low	626	13.1	39.3	62.8	20.9	33.3	6.4	120.6	97.6	17	1	0	3	78	15.3	15.8	287	1650	79	85	164	0.06	0.02	197	16	0.2	144	4	106	10.7	8	6	2.7	0.8	71	43	86	0
amitriptyline	15 day	Low	700	13.7	41.4	59.1	19.5	33	4.9	122.1	142.2	14	1	1	2	82	16.2	16.5	274	1356	72	114	152	0.04	0.03	217	19	0.2	140	4	103	10.9	7.3	6	2.6	0.8	65	39	64	1
amitriptyline	15 day	Low	740	14.8	44.4	59.9	20	33.4	3.5	109.1	99.2	9	1	0	2	88	16	17.1	270	1856	60	251	149	0.05	0.02	208	15	0.2	143	4.3	108	10.7	6.3	5.8	2.6	0.8	68	39	82	1
amitriptyline	15 day	Low	702	14	43.2	61.6	20	32.5	5.2	136.7	136.9	14	1	1	2	82	15.5	18.7	304	1368	68	232	163	0.05	0.02	201	17	0.2	143	4	104	11.3	6.4	6.3	2.9	0.9	60	37	72	0
amitriptyline	15 day	Low	687	13.7	40.7	59.1	19.9	33.7	4	120.5	108	34	1	0	4	60	16.6	18	313	1058	65	108	140	0.06	0.01	173	18	0.2	143	3.9	108	10.7	6.7	6.1	2.6	0.7	80	55	51	0
amitriptyline	15 day	Low	664	13.8	41.1	61.8	20.7	33.5	4.5	102.3	89.8	29	1	0	1	68	15.9	16.3	287	1350	85	76	166	0.05	0.01	181	15	0.2	145	3.9	106	11	7.1	6.1	2.7	0.8	72	50	56	0
amitriptyline	29 day	Low	808	15.5	45.7	56.6	19.2	33.9	3	90	106.6	13	2	0	2	83	16.1	19.1	281	1361	82	155	169	0.06	0.03	175	14	0.2	142	3.6	102	10.7	7	6.2	2.8	0.8	73	46	76	0
amitriptyline	29 day	Low	802	15.4	45.4	56.5	19.2	34	2.4	101.5	94.4	16	1	0	2	80	15.9	18.9	272	1506	77	168	160	0.05	0.02	175	18	0.2	143	3.9	104	10.2	5.9	6.3	2.8	0.8	56	29	64	0
amitriptyline	29 day	Low	794	15.4	44.7	56.3	19.4	34.5	2.1	93.6	78.1	9	1	0	1	88	15.6	17.4	286	1431	90	96	162	0.06	0.01	192	20	0.3	142	3.8	106	10.6	5.7	6.3	2.8	0.8	64	32	49	0
amitriptyline	29 day	Low	830	15.8	46.4	55.9	19	33.9	2.7	99.7	156.7	18	1	1	3	77	16.4	32.7	303	1476	63	156	141	0.06	0.02	172	18	0.2	143	3.8	103	10.8	5.9	6.6	3	0.8	65	46	44	0
amitriptyline	29 day	Low	780	15.3	44.8	57.5	19.6	34.1	2.1	102.9	88.6	15	2	0	2	79	16.3	19.6	291	999	73	77	149	0.05	0.01	189	18	0.3	144	3.8	104	10.5	6.5	6.3	2.8	0.8	48	27	44	0
amitriptyline	4 day	Middle	687	13.8	41.8	60.9	20	32.9	4.9	97.4	143.3	18	1	0	2	78	16.4	16.8	284	1691	77	103	146	0.04	0.02	195	15	0.2	143	4.3	106	10.5	7	5.8	2.6	0.8	67	43	57	1
amitriptyline	4 day	Middle	620	13.3	39.6	63.9	21.5	33.6	6.1	115.6	123.6	12	1	0	2	85	15.8	17.2	267	1800	101	107	186	0.05	0.02	179	17	0.2	144	4.2	105	11.3	7.1	5.9	2.7	0.8	63	51	49	1
amitriptyline	4 day	Middle	629	13.2	39.7	63.1	21	33.2	6.2	125.6	108.2	19	1	0	3	77	16	16.2	262	1510	90	129	160	0.05	0.02	167	16	0.2	143	4.5	107	10.8	7.9	5.6	2.6	0.9	73	53	89	1
amitriptyline	4 day	Middle	611	13.1	39.2	64.1	21.4	33.4	6.7	135.4	99.7	15	1	0	3	80	16.8	16.5	257	1348	83	98	154	0.05	0.02	179	15	0.2	145	4.8	105	10.9	8.4	5.6	2.5	0.8	75	63	64	1
amitriptyline	4 day	Middle	626	13.2	39.9	63.7	21.1	33.2	6.2	126.7	101	14	1	1	3	81	16.3	16.4	326	1795	84	57	146	0.05	0.02	183	17	0.2	144	4	105	11.1	8.6	6	2.7	0.8	60	37	55	0
amitriptyline	8 day	Middle	627	12.7	38.4	61.3	20.3	33.1	4.8	113.9	188	20	1	1	3	75	15.5	16	265	1588	86	153	165	0.04	0.01	187	15	0.2	143	4.4	104	10.8	7	5.8	2.6	0.8	64	48	68	1
amitriptyline	8 day	Middle	648	13.4	41.3	63.7	20.7	32.5	6.1	98.9	97	17	1	0	4	77	15.7	16.7	270	1806	73	188	169	0.06	0.02	186	17	0.2	143	3.7	103	10.8	7.3	5.8	2.6	0.8	66	44	71	1
amitriptyline	8 day	Middle	633	12.8	38.7	61.2	20.3	33.2	4.8	107.4	105.1	26	1	0	2	70	15.5	16.5	290	1346	79	49	140	0.04	0.01	187	16	0.2	143	3.9	105	10.8	7.3	5.9	2.6	0.8	75	48	72	1
amitriptyline	8 day	Middle	639	13.4	41.3	64.6	21	32.5	5.1	107.1	125.7	21	1	1	2	75	15.6	14.2	263	1314	80	71	143	0.05	0.01	194	17	0.2	144	3.7	105	10.8	7.3	5.7	2.5	0.8	72	45	68	1
amitriptyline	8 day	Middle	643	13.5	40.4	62.9	21.1	33.5	5	114.7	83.3	18	1	0	3	77	15.1	11.8	315	1753	84	109	165	0.04	0.01	181	14	0.2	145	3.5	106	11.3	7.6	5.9	2.7	0.8	68	52	53	1
amitriptyline	15 day	Middle	721	14.1	42	58.2	19.5	33.5	4.4	124.6	140.3	16	1	0	3	79	15.9	16.5	317	2081	90	174	180	0.04	0.02	199	19	0.2	141	4.3	102	10.9	7.5	5.9	2.6	0.8	72	47	111	1
amitriptyline	15 day	Middle	712	13.9	42.6	59.8	19.6	32.7	3.9	78.7	144.3	15	1	1	3	80	16.2	16.1	281	1390	77	108	150	0.06	0.02	191	15	0.2	145	3.6	106	11.3	6.8	6.2	2.7	0.8	73	43	63	1
amitriptyline	15 day	Middle	700	14.7	43.1	61.5	20.9	34	3.7	144.4	106.4	10	1	0	2	87	16.1	16	333	1774	70	232	156	0.05	0.03	177	17	0.2	144	4.3	106	10.7	7.2	5.9	2.6	0.8	68	44	78	0
amitriptyline	15 day	Middle	742	14.8	44.3	59.7	20	33.5	3.6	103	65.7	23	1	0	3	72	15.9	16.9	290	1489	68	142	147	0.05	0.02	194	16	0.2	143	4	105	11	6.4	6	2.7	0.8	60	39	56	1
amitriptyline	15 day	Middle	693	14.6	44	63.4	21.1	33.3	4.2	104.4	82.3	27	1	0	3	68	17.1	17.1	274	1405	82	70	148	0.05	0.02	172	18	0.2	145	3.9	108	11.1	7.9	5.9	2.7	0.8	75	44	55	0
amitriptyline	29 day	Middle	808	16	46	56.9	19.8	34.7	1.9	98.6	113.2	12	1	0	2	84	17.2	17.8	256	1180	75	77	138	0.06	0.01	203	16	0.3	140	3.9	103	10.1	6.3	6	2.7	0.8	58	39	47	1
amitriptyline	29 day	Middle	833	15.5	45.3	54.3	18.6	34.2	1.7	98.8	130.6	13	0	1	2	84	16.7	20.7	274	1330	61	135	129	0.06	0.02	200	18	0.2	142	3.7	104	10.2	6.1	6.2	2.8	0.8	61	37	54	1
amitriptyline	29 day	Middle	753	15.3	43.3	57.5	20.3	35.3	2.3	99.8	180.5	17	1	1	2	78	16.3	25.3	293	1131	86	96	148	0.05	0.02	183	18	0.3	141	3.8	102	10.4	5.8	6.6	2.8	0.7	62	41	62	1
amitriptyline	29 day	Middle	780	15.4	44.8	57.4	19.7	34.3	3.1	110.1	126.1	14	1	1	4	80	16	18.9	283	911	75	89	143	0.07	0.02	179	16	0.2	142	4.2	106	10.1	7.2	6.1	2.7	0.8	61	38	60	0
amitriptyline	29 day	Middle	812	15.8	45.8	56.4	19.5	34.6	1.7	100.2	120.7	18	1	1	2	77	16.7	17.9	342	940	60	143	141	0.05	0.02	168	18	0.2	143	4.2	106	10.5	6.3	6.4	2.9	0.8	67	49	89	0
amitriptyline	4 day	High	715	14.9	45	63	20.9	33.2	4.1	121.6	63.5	9	1	0	1	89	17.1	16.8	245	1582	90	81	155	0.05	0.02	178	13	0.2	144	4	106	10.7	7.2	5.9	2.7	0.8	58	43	56	0
amitriptyline	4 day	High	647	13.9	41.3	63.7	21.4	33.7	5.3	117.8	97	20	1	0	3	75	15.3	14.1	298	1476	98	177	169	0.06	0.02	177	13	0.2	143	4.6	106	10.7	7.2	5.9	2.6	0.8	65	52	85	0
amitriptyline	4 day	High	702	14.5	42.6	60.7	20.7	34	3.7	112.4	60.1	15	1	0	3	80	15.8	14.3	314	2240	99	125	170	0.05	0.02	171	13	0.1	144	4.6	105	10.7	8.6	5.9	2.6	0.8	63	51	58	1
amitriptyline	4 day	High	697	14.2	43.2	62	20.4	33	4.5	143.3	89.3	22	2	0	2	73	15.5	14.2	285	1741	87	50	140	0.05	0.01	175	14	0.2	145	4.3	107	10.8	8.7	5.8	2.6	0.8	57	29	161	1
amitriptyline	4 day	High	764	14.6	45.6	59.7	19.1	32.1	4.9	129.9	126.2	15	1	1	3	81	16.5	15.7	301	1738	97	32	145	0.05	0.01	171	16	0.2	143	4.5	107	10.8	8.3	5.6	2.5	0.8	72	52	71	1
amitriptyline	8 day	High	799	16	47.5	59.5	20	33.6	4.6	113.6	113	46	1	0	3	49	16.3	16.6	549	1311	75	20	119	0.04	0	179	17	0.2	143	4.2	101	10.9	7.9	6.2	2.8	0.8	83	47	88	1
amitriptyline	8 day	High	709	15.5	46.2	65.2	21.9	33.6	2.9	111.2	58.4	22	2	0	2	73	15.1	15.1	446	1472	114	37	167	0.04	0.01	149	13	0.2	145	4.2	106	10.4	7.7	5.9	2.7	0.8	52	41	47	0
amitriptyline	8 day	High	788	15	45.7	57.9	19	32.9	1.7	87	100.8	21	1	0	2	75	17.2	17.6	306	1262	72	23	115	0.04	0.01	176	15	0.2	144	4.3	106	10.6	8.1	5.7	2.6	0.8	71	54	118	1
amitriptyline	8 day	High	667	14.4	42.4	63.5	21.5	33.9	3.6	123.5	158.4	16	2	0	2	80	15.1	15.3	332	1839	101	37	152	0.04	0.01	170	13	0.2	143	4	104	10.8	7.8	5.8	2.5	0.8	68	43	38	1
amitriptyline	8 day	High	741	15.4	45.9	61.9	20.8	33.6	2.6	108.5	66	18	1	0	3	77	15.6	16.2	434	1977	123	31	170	0.05	0.01	172	14	0.2	144	4	107	10.5	8.6	6.1	2.7	0.8	47	28	50	1
amitriptyline	15 day	High	756	15.8	46.1	61	20.9	34.4	2.8	108.2	137.3	17	0	1	2	80	17.4	17.3	282	1638	61	70	116	0.04	0.02	160	17	0.2	142	4.1	104	11.2	7.6	6	2.7	0.8	64	43	70	1
amitriptyline	15 day	High	781	14.9	44.5	57	19.1	33.5	2.9	111	151.7	20	1	1	2	76	15.5	15	298	1861	89	120	164	0.04	0.02	164	14	0.2	145	3.9	103	11.1	7.6	6.2	2.6	0.7	62	48	48	0
amitriptyline	15 day	High	715	14.3	42.4	59.4	20.1	33.8	3.5	107.5	168.5	14	0	1	4	81	16.6	17.1	469	1798	96	18	149	0.04	0	162	15	0.2	143	4.6	104	10.8	8.1	6.2	2.6	0.7	57	43	50	1
amitriptyline	15 day	High	794	15.3	46.1	58.1	19.3	33.2	2.5	118.3	65.8	16	2	0	2	79	16.5	15.6	305	1448	77	76	127	0.05	0.02	160	16	0.2	143	4.4	103	10.6	6.6	5.9	2.6	0.8	51	29	40	0
amitriptyline	15 day	High	771	14.8	44.4	57.6	19.2	33.3	2.5	108.3	117	29	1	0	2	67	17	15.9	279	1706	70	30	119	0.04	0	175	17	0.2	145	4.5	106	10.9	8.3	5.9	2.6	0.8	62	36	48	1
amitriptyline	29 day	High	823	15.2	44.5	54.1	18.4	34.1	1.5	111.1	92.2	14	1	0	2	82	16.6	19.2	288	1735	48	39	90	0.05	0.01	156	15	0.2	142	4	103	10.1	7.2	5.8	2.6	0.8	60	52	34	0
amitriptyline	29 day	High	822	16.1	47.1	57.3	19.6	34.2	2.1	91.7	164.3	10	1	1	2	86	16.3	20.5	313	1788	43	20	83	0.05	0.02	164	14	0.2	143	4.5	103	11.1	7.7	6.7	3.1	0.9	55	42	45	2
amitriptyline	29 day	High	828	16.1	46.7	56.4	19.4	34.5	2.5	91	57.7	18	1	0	1	78	16.2	27	333	1554	78	47	120	0.04	0.02	202	15	0.2	144	3.6	105	10.8	6.3	6.4	3	0.9	58	25	71	0
acetazolamide	4 day	Low	623	13	38.2	61.4	20.9	34	5.5	121.6	125.2	9	1	0	2	87	16.8	21.2	305	1315	83	118	159	0	0	183	14	0.1	142	4.2	106	10.7	6.9	5.3	3.1	1.4	77	40	309	1
acetazolamide	4 day	Low	699	13.8	41.2	58.9	19.7	33.5	4.6	124.4	83.4	13	1	0	3	81	16.9	19.7	269	2462	77	138	150	0	0	200	19	0.2	144	4.3	106	10.9	8.3	5.4	3.1	1.4	66	50	138	2
acetazolamide	4 day	Low	602	12.7	37.2	61.8	21	34	5.4	123.8	92.2	19	1	0	3	76	17	20.5	270	1451	77	205	167	0	0	188	17	0.1	142	4.4	107	10.5	6.9	5.1	2.7	1.1	58	39	181	2
acetazolamide	4 day	Low	633	13.5	39.6	62.6	21.3	34	7	110.4	77	16	1	0	3	79	16.7	20.5	257	1446	68	115	131	0	0	173	18	0.2	143	3.7	106	10.6	7.9	5.2	2.9	1.3	65	44	164	1
acetazolamide	4 day	Low	685	13.8	40	58.5	20.1	34.5	4.2	112.1	122.6	20	1	0	2	76	16.6	19.8	263	1836	63	113	130	0	0	183	17	0.2	143	4	107	10.2	6.7	5	2.8	1.3	71	38	151	1
acetazolamide	8 day	Low	629	14	38.8	61.7	22.3	36.1	5.9	113.1	103.5	11	1	0	3	84	15.7	21.6	281	1578	76	126	152	0.01	0	178	23	0.2	145	4.1	109	10.8	7	5.3	3.1	1.5	65	42	131	1
acetazolamide	8 day	Low	624	13.1	36.7	58.8	21	35.7	7.5	101.5	122.9	15	1	0	2	81	16.3	19.8	285	2279	60	159	121	0	0	187	18	0.2	144	4.2	108	10.5	7.4	5.2	3	1.4	70	42	147	2
acetazolamide	8 day	Low	625	13	36.6	58.5	20.8	35.5	6.7	99.4	137.4	15	1	0	2	81	15.9	18.6	319	1411	59	148	133	0	0	200	20	0.1	144	3.9	108	10.9	6.9	5.2	3.1	1.5	77	44	142	2
acetazolamide	8 day	Low	585	13.1	37.4	63.8	22.4	35.1	7.9	109.1	103.9	17	1	0	3	79	15.6	22.3	284	1292	88	125	160	0	0	207	20	0.1	143	4.5	106	11	8.1	5.2	3	1.4	61	35	121	2
acetazolamide	8 day	Low	569	12.4	35.4	62.2	21.8	35	6.4	134.5	152.6	9	0	0	2	88	16.8	18.8	328	1458	76	77	132	0	0	189	17	0.1	143	4.1	106	10	6.4	5	2.8	1.3	72	40	161	2
acetazolamide	15 day	Low	692	14.4	40.7	58.8	20.8	35.3	5.8	102	128.2	11	0	0	3	85	16.5	23.7	311	1239	65	213	147	0	0	196	18	0.2	145	3.5	104	10.8	7.5	5.4	3	1.3	54	29	138	2
acetazolamide	15 day	Low	697	14.5	40	57.3	20.8	36.3	4.4	103.7	97.7	12	1	0	2	84	16.5	24.3	311	1237	59	173	137	0	0	180	16	0.2	143	3.8	105	10.5	6.9	5.5	3	1.2	67	37	120	2
acetazolamide	15 day	Low	673	14.1	39.1	58.1	21	36.1	4	91.5	92.4	14	1	0	2	82	16.1	22.6	328	2039	73	145	149	0	0	188	18	0.2	144	3.9	107	10.5	5.9	5.4	2.9	1.1	71	54	123	2
acetazolamide	15 day	Low	688	14.3	39.6	57.5	20.7	36.1	3.7	92.5	113.1	17	1	0	2	78	16.2	21.6	272	1426	68	127	139	0.01	0	178	18	0.2	145	3.6	107	10.7	7.1	5.6	3.1	1.2	68	41	123	2
acetazolamide	15 day	Low	688	13.7	38.4	55.8	19.9	35.6	3.8	95.2	74.9	10	1	0	2	86	16.9	21.2	290	1326	64	105	132	0	0	184	15	0.2	143	4.2	106	10.2	6.3	5.4	3	1.2	65	45	114	2
acetazolamide	29 day	Low	780	15.2	44.1	56.5	19.5	34.5	2.9	90	100	18	1	0	1	79	16.7	24.4	287	1415	68	149	140	0	0	189	19	0.2	143	4.1	108	10	5.5	6.1	3.3	1.2	70	48	145	2
acetazolamide	29 day	Low	756	14.2	41.9	55.4	18.8	33.9	3.1	83.8	119.5	7	1	0	2	90	16.2	22.1	314	1362	70	141	145	0.01	0	200	18	0.2	143	3.8	106	10.4	5.5	5.6	3.1	1.2	66	47	155	2
acetazolamide	29 day	Low	817	15.3	44	53.8	18.7	34.7	2.2	72.8	119	11	1	0	1	86	17.1	21.3	268	1360	44	94	103	0	0	163	23	0.2	143	3.9	107	10.2	6.8	5.7	3.2	1.2	65	33	96	2
acetazolamide	29 day	Low	725	14.2	41.5	57.3	19.6	34.3	3.1	119.2	139.2	10	0	0	2	87	15.9	24.2	367	1080	94	208	176	0	0	184	16	0.2	143	4	107	11.3	6.2	6.3	3.2	1	56	32	142	3
acetazolamide	29 day	Low	699	13.5	39.8	56.9	19.3	34	3.3	97.5	161.3	14	2	0	2	81	16.3	23.9	319	1048	78	204	150	0	0	185	19	0.2	143	4.2	106	10.5	6.8	5.9	2.9	1	58	45	107	2
acetazolamide	4 day	Middle	646	14.1	41.3	64	21.9	34.2	5.4	117.6	78.1	17	1	0	3	78	16.7	18.8	324	2761	66	82	134	0.01	0	177	16	0.2	144	4	112	10.4	6.7	5.3	3	1.4	69	42	226	1
acetazolamide	4 day	Middle	618	13.9	40.3	65.2	22.5	34.5	4.5	119.6	98	17	2	0	3	77	16.6	22.4	311	1636	83	68	147	0.01	0	185	18	0.2	142	4.7	111	10.8	7.3	5.2	2.9	1.3	60	47	273	1
acetazolamide	4 day	Middle	654	13.6	40.1	61.3	20.8	34	5	116	95.6	22	1	0	5	71	16.6	21	309	2211	77	84	132	0	0	178	19	0.2	142	3.8	109	10.7	7.2	5.3	2.9	1.2	64	48	143	1
acetazolamide	4 day	Middle	674	14	41.2	61	20.7	33.9	5	109	137.1	12	1	0	2	83	15.9	18.3	302	1131	109	89	172	0.01	0	161	21	0.2	141	4	107	10.9	9	5.3	2.9	1.2	63	43	138	2
acetazolamide	4 day	Middle	596	12.4	36.5	61.3	20.8	33.9	6.5	121.7	105.1	25	1	0	2	72	16.6	15.4	321	1444	81	85	149	0.01	0	175	26	0.1	143	3.9	109	11.3	7.3	5.4	3.2	1.4	65	46	159	2
